Account,CUSIP,TodayRealizedPL,MTDRealizedPL,YTDRealizedPL,Today_FundingInterest,MTDFundingInterest,YTDFundingInterest,TodayCouponInterest,MTDCouponInterest,YTDCouponInterest,TodayCouponPayment,MTDCouponPayment,YTDCouponPayment,TodayPrincipalPaydown,MTDPrincipalPaydown,YTDPrincipalPaydown
66TX99CB,152691BJ9,0.000000,0.000000,2892.550056,0.000000,0.000000,0.000000,0.000000,0.000000,594.450210,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
66TX99CB,167486VV8,0.000000,0.000000,26.750000,0.000000,0.000000,0.000000,0.000000,0.000000,5.120000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
66TX99CB,167510BH8,0.000000,0.000000,-772559.999973,0.000000,0.000000,0.000000,0.000000,0.000000,-0.004933,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
66TX99CB,167510BJ4,0.000000,0.000000,0.000019,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
66TX99CB,167510BP0,0.000000,0.000000,775847.749999,0.000000,0.000000,0.000000,0.000000,0.000000,4168.759987,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
66TX99CB,19645R8C8,0.000000,0.000000,0.000003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000050,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
66TX99CB,19645UFK5,0.000000,0.000000,-176409.300000,0.000000,0.000000,0.000000,0.000000,0.000000,7746.670250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
66TX99CB,19645UKF0,0.000000,0.000000,0.000003,0.000000,0.000000,0.000000,0.000000,0.000000,0.002764,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
66TX99CB,19645UKG8,0.000000,0.000000,-361950.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
66TX99CB,19645UPR9,0.000000,0.000000,-180714.049961,0.000000,0.000000,0.000000,0.000000,0.000000,0.010207,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
66TX99CB,19645UPY4,0.000000,0.000000,680760.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2080.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
66TX99CB,19645UPZ1,0.000000,0.000000,354284.200000,0.000000,0.000000,0.000000,0.000000,0.000000,2068.890000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
66TX99CB,19645UQS6,0.000000,0.000000,-2150.499998,0.000000,0.000000,0.000000,0.000000,0.000000,0.000056,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
66TX99CB,20775B6X9,0.000000,0.000000,-550.999999,0.000000,0.000000,0.000000,0.000000,0.000000,85.550013,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
66TX99CB,20775BY83,0.000000,0.000000,6.750000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
66TX99CB,20775DEZ1,0.000000,-380024.000000,-380024.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
66TX99CB,20775DQH8,0.000000,0.000000,-1508238.449961,0.000000,0.000000,0.000000,0.000000,0.000000,0.001109,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
66TX99CB,20775DVA7,0.000000,0.000000,-1182727.699982,0.000000,0.000000,0.000000,0.000000,0.000000,0.020039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
66TX99CB,20775DWP3,0.000000,369512.000000,369512.000000,0.000000,0.000000,0.000000,0.000000,4844.440000,4844.440000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
66TX99CB,20775HYW7,0.000000,0.000000,15.600002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
66TX99CB,232310AM4,0.000000,0.000000,823.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
66TX99CB,28282PDQ4,0.000000,0.000000,950.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
66TX99CB,28282PDV3,0.000000,0.000000,-1414.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
66TX99CB,295244AV9,0.000000,0.000000,-2450.300000,0.000000,0.000000,0.000000,0.000000,0.000000,21.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
66TX99CB,296110GH6,0.000000,0.000000,2830.400000,0.000000,0.000000,0.000000,0.000000,0.000000,1.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
66TX99CB,296806PP1,0.000000,0.000000,21755.700070,0.000000,0.000000,0.000000,0.000000,0.000000,1035.001254,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
66TX99CB,340261AS5,0.000000,2192.750001,2192.750001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
66TX99CB,340261AT3,0.000000,3.500000,3.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
